rank,utility_tier,name,action,reason,custom_protected,optimization_llm_protected,provenance,path,archived_path,source
518,3,nfc-ndef-protocols,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/nfc-ndef-protocols/SKILL.md,,~/.claude/skills/claude/archived-treearch/nfc-ndef-protocols/SKILL.md
519,3,note-organizer,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/note-organizer/SKILL.md,,~/.claude/skills/SKILL.md
520,3,notion-knowledge-capture,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/notion-knowledge-capture/SKILL.md,,
521,3,notion-meeting-intelligence,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/notion-meeting-intelligence/SKILL.md,,
522,3,notion-research-documentation,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/notion-research-documentation/SKILL.md,,
523,3,notion-spec-to-implementation,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/notion-spec-to-implementation/SKILL.md,,
524,3,openai-docs,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/openai-docs/SKILL.md,,
525,3,options-trading-and-strategies,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/options-trading-and-strategies/SKILL.md,,~/.claude/skills/options-trading-and-strategies/SKILL.md
526,3,pacs-access-control-architecture,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/pacs-access-control-architecture/SKILL.md,,~/.claude/skills/claude/archived-treearch/pacs-access-control-architecture/SKILL.md
527,3,pdf,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/pdf/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/pdf/SKILL.md
528,3,pdf,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/pdf/SKILL.md,,
529,3,performance-and-resilience-psychology,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/applied-psychology/references/performance-and-resilience-psychology/SKILL.md,,
530,3,permissioned-github,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/permissioned-github/SKILL.md,,~/.claude/skills/permissioned-github/SKILL.md
531,3,personality-and-individual-differences,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/applied-psychology/references/personality-and-individual-differences/SKILL.md,,
532,3,persuasion-and-influence-psychology,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/applied-psychology/references/persuasion-and-influence-psychology/SKILL.md,,
533,3,physical-access-control,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/physical-access-control/SKILL.md,,~/.claude/skills/physical-access-control/SKILL.md
534,3,physical-security-convergence-standards,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/physical-security-convergence-standards/SKILL.md,,~/.claude/skills/claude/archived-treearch/physical-security-convergence-standards/SKILL.md
535,3,playwright,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/playwright/SKILL.md,,
536,3,plugin-creator,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/.system/plugin-creator/SKILL.md,,
537,3,poetry-craft,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/poetry-craft/SKILL.md,,~/.claude/skills/poetry-craft/SKILL.md
538,3,pptx,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/pptx/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/pptx/SKILL.md
539,3,prettier-formatter,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/prettier-formatter/SKILL.md,,~/.claude/skills/prettier-formatter/SKILL.md
540,3,process-research-queue,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/process-research-queue/SKILL.md,,~/.claude/skills/process-research-queue/SKILL.md
541,3,psychology,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/psychology/SKILL.md,,~/.claude/skills/psychology/SKILL.md
542,3,psychology-clinical-personality,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/psychology-clinical-personality/SKILL.md,,~/.claude/skills/psychology-clinical-personality/SKILL.md
543,3,psychology-confidence-identity,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/psychology-confidence-identity/SKILL.md,,~/.claude/skills/psychology-confidence-identity/SKILL.md
544,3,psychology-influence-depth,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/psychology-influence-depth/SKILL.md,,~/.claude/skills/psychology-influence-depth/SKILL.md
545,3,psychology-institutional-betrayal,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/psychology-institutional-betrayal/SKILL.md,,~/.claude/skills/psychology-institutional-betrayal/SKILL.md
546,3,psychology-neurodevelopmental,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/psychology-neurodevelopmental/SKILL.md,,~/.claude/skills/psychology-neurodevelopmental/SKILL.md
547,3,psychology-of-charitable-giving,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/psychology-of-charitable-giving/SKILL.md,,~/.claude/skills/psychology-of-charitable-giving/SKILL.md
548,3,psychology-positive,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/psychology-positive/SKILL.md,,~/.claude/skills/psychology-positive/SKILL.md
549,3,psychology-social,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/psychology-social/SKILL.md,,~/.claude/skills/psychology-social/SKILL.md
550,3,psychology-stress-trauma,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/psychology-stress-trauma/SKILL.md,,~/.claude/skills/psychology-stress-trauma/SKILL.md
551,3,research,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/research/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/research/SKILL.md
552,3,research-methodology,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/research-methodology/SKILL.md,,~/.claude/skills/research-methodology/SKILL.md
553,3,resume-and-cv-writing,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/resume-and-cv-writing/SKILL.md,,~/.claude/skills/claude-code/resume-and-cv-writing/SKILL.md
554,3,review,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/review/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/review/SKILL.md
555,3,rfid-fundamentals-bands-standards,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/rfid-fundamentals-bands-standards/SKILL.md,,~/.claude/skills/claude/archived-treearch/rfid-fundamentals-bands-standards/SKILL.md
556,3,rfid-nfc-access-attacks-defenses,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/rfid-nfc-access-attacks-defenses/SKILL.md,,~/.claude/skills/claude/archived-treearch/rfid-nfc-access-attacks-defenses/SKILL.md
557,3,ruff-linter,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/ruff-linter/SKILL.md,,~/.claude/skills/ruff-linter/SKILL.md
558,3,screenshot,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/screenshot/SKILL.md,,
559,3,screenwriting-craft,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/misc-catch-all/references/screenwriting-craft/SKILL.md,,
560,3,secrets-and-key-management,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/secrets-and-key-management/SKILL.md,,~/.claude/skills/claude/standalone/secrets-and-key-management/SKILL.md
561,3,serve-web,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/serve-web/SKILL.md,,~/.claude/skills/serve-web/SKILL.md
562,3,service-industry-job-hunting,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/service-industry-job-hunting/SKILL.md,,~/.claude/skills/service-industry-job-hunting/SKILL.md
563,3,skill-consolidation,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/skill-consolidation/SKILL.md,,~/.claude/skills/skill-consolidation/SKILL.md
564,3,smart-contract-security,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/smart-contract-security/SKILL.md,,~/.claude/skills/smart-contract-security/SKILL.md
565,3,sora,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/sora/SKILL.md,,
566,3,source-command-sync-skills,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/source-command-sync-skills/SKILL.md,,~/.claude/skills/source-command-sync-skills/SKILL.md
567,3,spec,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/spec/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/spec/SKILL.md
568,3,squarespace-commerce-and-payments,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/squarespace-commerce-and-payments/SKILL.md,,~/.claude/skills/squarespace-commerce-and-payments/SKILL.md
569,3,stripe-best-practices,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/stripe-best-practices/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/stripe-best-practices/SKILL.md
570,3,stripe-directory,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/stripe-directory/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/stripe-directory/SKILL.md
571,3,subscription-commerce,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/subscription-commerce/SKILL.md,,~/.claude/skills/subscription-commerce/SKILL.md
572,3,syncthing-research,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/syncthing-research/SKILL.md,,~/.claude/skills/syncthing-research/SKILL.md
573,3,technical-writing-craft,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/technical-writing-craft/SKILL.md,,~/.claude/skills/technical-writing-craft/SKILL.md
574,3,telemetry-pipeline,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/telemetry-pipeline/SKILL.md,,~/.claude/skills/telemetry-pipeline/SKILL.md
575,3,trading-and-investing,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/trading-and-investing/SKILL.md,,~/.claude/skills/trading-and-investing/SKILL.md
576,3,transcribe,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.codex/skills/transcribe/SKILL.md,,
577,3,troubleshooting,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/troubleshooting/SKILL.md,,~/.claude/skills/troubleshooting/SKILL.md
578,3,trust-and-psychological-safety,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/applied-psychology/references/trust-and-psychological-safety/SKILL.md,,
579,3,twelve-step-culture,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/twelve-step-culture/SKILL.md,,~/.claude/skills/twelve-step-culture/SKILL.md
580,3,upgrade-stripe,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/upgrade-stripe/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/upgrade-stripe/SKILL.md
581,3,venture-business,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/venture-business/SKILL.md,,~/.claude/skills/venture-business/SKILL.md
582,3,venture-nonprofit-cause,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/venture-nonprofit-cause/SKILL.md,,~/.claude/skills/venture-nonprofit-cause/SKILL.md
583,3,volunteer-and-prosocial-motivation,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/volunteer-and-prosocial-motivation/SKILL.md,,~/.claude/skills/volunteer-and-prosocial-motivation/SKILL.md
584,3,web-design-guidelines,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/web-design-guidelines/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/web-design-guidelines/SKILL.md
585,3,web-to-native-app-packaging,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/web-to-native-app-packaging/SKILL.md,,~/.claude/skills/web-to-native-app-packaging/SKILL.md
586,3,workers-best-practices,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/workers-best-practices/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/workers-best-practices/SKILL.md
587,3,wrangler,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/wrangler/SKILL.md,,~/.codex/claude-migration/backups/20260905T171755711100Z/.agents/skills/wrangler/SKILL.md
588,3,writing-expert,keep,Protected locally authored or custom research skill,True,False,local or unresolved,~/.agents/skills/writing-expert/SKILL.md,,~/.claude/skills/writing-expert/SKILL.md
589,3,yq-yaml-processor,keep,Useful/custom-provenance uncertainty; retained to avoid archiving custom work,False,False,local or unresolved,~/.agents/skills/yq-yaml-processor/SKILL.md,,~/.claude/skills/yq-yaml-processor/SKILL.md
590,4,access,archive,"Special-purpose third-party channel, device, contest, or ordering workflow outside current priorities",False,False,verified external,~/.agents/skills/access/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/access/SKILL.md,~/.claude/skills/gemini/claude-plugins-official/external_plugins/discord/skills/access/SKILL.md
591,4,alphafold-database-fetch-and-analyze,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/alphafold-database-fetch-and-analyze/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/alphafold-database-fetch-and-analyze/SKILL.md,~/.claude/skills/alphafold_database_fetch_and_analyze/SKILL.md
592,4,alphagenome-single-variant-analysis,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/alphagenome-single-variant-analysis/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/alphagenome-single-variant-analysis/SKILL.md,~/.claude/skills/alphagenome_single_variant_analysis/SKILL.md
593,4,atlas-infinite-release-patch-analysis,archive,"Specialized imported internal-server, alternative-agent SDK, or survey workflow; low relevance to current application and LLMS work",False,False,verified external,~/.agents/skills/atlas-infinite-release-patch-analysis/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/atlas-infinite-release-patch-analysis/SKILL.md,~/.claude/skills/glean/group_3/skills/gemini-plugins-atlas-infinite-release-patch-analysis/SKILL.md
594,4,atlas-infinite-release-static-analysis,archive,"Specialized imported internal-server, alternative-agent SDK, or survey workflow; low relevance to current application and LLMS work",False,False,verified external,~/.agents/skills/atlas-infinite-release-static-analysis/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/atlas-infinite-release-static-analysis/SKILL.md,~/.claude/skills/glean/group_3/skills/gemini-plugins-atlas-infinite-release-static-analysis/SKILL.md
595,4,aws-startup-advisor:heroku-to-aws,archive,Narrow third-party migration or command shortcut; broader engineering skills retained,False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/aws-startup-advisor/2.0.0/skills/heroku-to-aws/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.codex/plugins/cache/claude-plugins-official/aws-startup-advisor/2.0.0/skills/heroku-to-aws/SKILL.md,
596,4,bigquery-bigframes,archive,Vendor-specific Google data platform workflow; general data and query skills retained,False,False,verified external,~/.agents/skills/bigquery-bigframes/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/bigquery-bigframes/SKILL.md,~/.claude/skills/bigquery-bigframes/SKILL.md
597,4,bigquery-data-transfer-service,archive,Vendor-specific Google data platform workflow; general data and query skills retained,False,False,verified external,~/.agents/skills/bigquery-data-transfer-service/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/bigquery-data-transfer-service/SKILL.md,~/.claude/skills/bigquery-data-transfer-service/SKILL.md
598,4,bigquery-graph,archive,Vendor-specific Google data platform workflow; general data and query skills retained,False,False,verified external,~/.agents/skills/bigquery-graph/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/bigquery-graph/SKILL.md,~/.claude/skills/bigquery-graph/SKILL.md
599,4,cardputer-buddy,archive,"Special-purpose third-party channel, device, contest, or ordering workflow outside current priorities",False,False,verified external,~/.agents/skills/cardputer-buddy/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/cardputer-buddy/SKILL.md,~/.claude/skills/gemini/claude-plugins-official/plugins/cwc-makers/skills/cardputer-buddy/SKILL.md
600,4,cascading-backport,archive,"Specialized imported internal-server, alternative-agent SDK, or survey workflow; low relevance to current application and LLMS work",False,False,verified external,~/.agents/skills/cascading-backport/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/cascading-backport/SKILL.md,~/.claude/skills/glean/group_3/skills/gemini-plugins-cascading-backport/SKILL.md
601,4,chembl-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/chembl-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/chembl-database/SKILL.md,~/.claude/skills/chembl_database/SKILL.md
602,4,clinical-trials-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/clinical-trials-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/clinical-trials-database/SKILL.md,~/.claude/skills/clinical_trials_database/SKILL.md
603,4,clinvar-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/clinvar-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/clinvar-database/SKILL.md,~/.claude/skills/clinvar_database/SKILL.md
604,4,dataform-bigquery,archive,Vendor-specific Google data platform workflow; general data and query skills retained,False,False,verified external,~/.agents/skills/dataform-bigquery/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/dataform-bigquery/SKILL.md,~/.claude/skills/dataform-bigquery/SKILL.md
605,4,dbsnp-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/dbsnp-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/dbsnp-database/SKILL.md,~/.claude/skills/dbsnp_database/SKILL.md
606,4,discovering-gcp-data-assets,archive,Vendor-specific Google data platform workflow; general data and query skills retained,False,False,verified external,~/.agents/skills/discovering-gcp-data-assets/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/discovering-gcp-data-assets/SKILL.md,~/.claude/skills/discovering-gcp-data-assets/SKILL.md
607,4,embl-ebi-ols,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/embl-ebi-ols/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/embl-ebi-ols/SKILL.md,~/.claude/skills/embl_ebi_ols/SKILL.md
608,4,encode-ccres-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/encode-ccres-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/encode-ccres-database/SKILL.md,~/.claude/skills/encode_ccres_database/SKILL.md
609,4,ensembl-database,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/ensembl-database/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/ensembl-database/SKILL.md,~/.claude/skills/ensembl_database/SKILL.md
610,4,federate-lakehouse-catalog,archive,Vendor-specific Google data platform workflow; general data and query skills retained,False,False,verified external,~/.agents/skills/federate-lakehouse-catalog/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/federate-lakehouse-catalog/SKILL.md,~/.claude/skills/federate-lakehouse-catalog/SKILL.md
611,4,firebase-app-hosting-basics,archive,Firebase-specific platform workflow; current primary stack uses other platforms,False,False,verified external,~/.agents/skills/firebase-app-hosting-basics/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/firebase-app-hosting-basics/SKILL.md,~/.claude/skills/firebase_app_hosting_basics/SKILL.md
612,4,firebase-auth-basics,archive,Firebase-specific platform workflow; current primary stack uses other platforms,False,False,verified external,~/.agents/skills/firebase-auth-basics/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/firebase-auth-basics/SKILL.md,~/.claude/skills/firebase_auth_basics/SKILL.md
613,4,firebase-firestore,archive,Firebase-specific platform workflow; current primary stack uses other platforms,False,False,verified external,~/.agents/skills/firebase-firestore/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/firebase-firestore/SKILL.md,~/.claude/skills/firebase_firestore/SKILL.md
614,4,firebase-hosting-basics,archive,Firebase-specific platform workflow; current primary stack uses other platforms,False,False,verified external,~/.agents/skills/firebase-hosting-basics/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/firebase-hosting-basics/SKILL.md,~/.claude/skills/firebase_hosting_basics/SKILL.md
615,4,firebase-remote-config-basics,archive,Firebase-specific platform workflow; current primary stack uses other platforms,False,False,verified external,~/.agents/skills/firebase-remote-config-basics/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/firebase-remote-config-basics/SKILL.md,~/.claude/skills/firebase_remote_config_basics/SKILL.md
616,4,firebase-security-rules-auditor,archive,Firebase-specific platform workflow; current primary stack uses other platforms,False,False,verified external,~/.agents/skills/firebase-security-rules-auditor/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/firebase-security-rules-auditor/SKILL.md,~/.claude/skills/firebase_security_rules_auditor/SKILL.md
617,4,firecrawl-company-directories,archive,"Narrow vendor workflow; general Firecrawl browser, extraction, and research skills retained",False,False,verified external,~/.agents/skills/firecrawl-company-directories/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/firecrawl-company-directories/SKILL.md,~/.claude/skills/firecrawl-company-directories/SKILL.md
618,4,firecrawl-dashboard-reporting,archive,"Narrow vendor workflow; general Firecrawl browser, extraction, and research skills retained",False,False,verified external,~/.agents/skills/firecrawl-dashboard-reporting/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/firecrawl-dashboard-reporting/SKILL.md,~/.claude/skills/firecrawl-dashboard-reporting/SKILL.md
619,4,firecrawl-demo-walkthrough,archive,"Narrow vendor workflow; general Firecrawl browser, extraction, and research skills retained",False,False,verified external,~/.agents/skills/firecrawl-demo-walkthrough/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/firecrawl-demo-walkthrough/SKILL.md,~/.claude/skills/firecrawl-demo-walkthrough/SKILL.md
620,4,firecrawl-lead-gen,archive,"Narrow vendor workflow; general Firecrawl browser, extraction, and research skills retained",False,False,verified external,~/.agents/skills/firecrawl-lead-gen/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/firecrawl-lead-gen/SKILL.md,~/.claude/skills/firecrawl-lead-gen/SKILL.md
621,4,firecrawl-lead-research,archive,"Narrow vendor workflow; general Firecrawl browser, extraction, and research skills retained",False,False,verified external,~/.agents/skills/firecrawl-lead-research/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/firecrawl-lead-research/SKILL.md,~/.claude/skills/firecrawl-lead-research/SKILL.md
622,4,firecrawl-shop,archive,"Narrow vendor workflow; general Firecrawl browser, extraction, and research skills retained",False,False,verified external,~/.agents/skills/firecrawl-shop/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/firecrawl-shop/SKILL.md,~/.claude/skills/firecrawl-shop/SKILL.md
623,4,foldseek-structural-search,archive,Specialist biomedical database workflow; low relevance to current development and LLMS work,False,False,verified external,~/.agents/skills/foldseek-structural-search/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/foldseek-structural-search/SKILL.md,~/.claude/skills/foldseek_structural_search/SKILL.md
624,4,gcloud-auth-verification,archive,Vendor-specific Google data platform workflow; general data and query skills retained,False,False,verified external,~/.agents/skills/gcloud-auth-verification/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/gcloud-auth-verification/SKILL.md,~/.claude/skills/gcloud-auth-verification/SKILL.md
625,4,gcp-composer-troubleshooting,archive,Vendor-specific Google data platform workflow; general data and query skills retained,False,False,verified external,~/.agents/skills/gcp-composer-troubleshooting/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/gcp-composer-troubleshooting/SKILL.md,~/.claude/skills/gcp-composer-troubleshooting/SKILL.md
626,4,gcp-data-pipelines,archive,Vendor-specific Google data platform workflow; general data and query skills retained,False,False,verified external,~/.agents/skills/gcp-data-pipelines/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/gcp-data-pipelines/SKILL.md,~/.claude/skills/gcp-data-pipelines/SKILL.md
627,4,gcp-dataflow,archive,Vendor-specific Google data platform workflow; general data and query skills retained,False,False,verified external,~/.agents/skills/gcp-dataflow/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/gcp-dataflow/SKILL.md,~/.claude/skills/gcp-dataflow/SKILL.md
628,4,gcp-managed-airflow-migrations,archive,Vendor-specific Google data platform workflow; general data and query skills retained,False,False,verified external,~/.agents/skills/gcp-managed-airflow-migrations/SKILL.md,~/.codex/skill-archive/archive-2-20260908T114017Z/entries/.agents/skills/gcp-managed-airflow-migrations/SKILL.md,~/.claude/skills/gcp-managed-airflow-migrations/SKILL.md
